Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:18,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
08/05/2012,IVS Merlot,2005,76150,0,PERIOD,COPENSHIP,FLUSHING,,WORLD WIDE,WORLD WIDE,07/05/2012,10/05/2012,17500,$/Day,4-6 Months,,Lepta Shipping Co.
02/05/2012,Iolcos Unity,2006,74476,0,PERIOD,BUNGE,JEBEL ALI,,WORLD WIDE,WORLD WIDE,01/05/2012,05/05/2012,11800,$/Day,11-13 Months,,Iolcos Hellenic
02/05/2012,Tian Tong Feng,2001,74275,0,PERIOD,CNR,PORT SAID,,WORLD WIDE,WORLD WIDE,27/04/2012,27/04/2012,17000,$/Day,4-6 Months,,China Shpg. Intl.
02/05/2012,Deep Seas,1999,72891,0,PERIOD,BHP BILLITON,TIANJIN,,WORLD WIDE,WORLD WIDE,29/04/2012,30/04/2012,11500,$/Day,4-6 Months,,Paragon Shpg.
01/05/2012,Marietta,2004,73880,0,PERIOD,ULTRABULK,KAKOGOWA,,WORLD WIDE,WORLD WIDE,04/05/2012,05/05/2012,11500,$/Day,4-6 Months,,Chandris (Hellas)
30/04/2012,Ecomar G. O.,2008,75093,0,PERIOD,NORDEN,QINGDAO,,WORLD WIDE,WORLD WIDE,15/05/2012,20/05/2012,11700,$/Day,6-12 Months,,Gleamray Maritime
30/04/2012,TPC Arirang,1994,71535,0,PERIOD,HANARAO,XIAMEN,,WORLD WIDE,WORLD WIDE,07/05/2012,25/05/2012,10000,$/Day,4-6 Months,,TPC Korea
27/04/2012,Grand Marcia,2012,79467,0,PERIOD,NCS,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,27/04/2012,30/04/2012,10000,$/Day,12 Months,,Grand China Logist.
26/04/2012,TW Manila,2012,93250,0,PERIOD,BUNGE,CJK,,WORLD WIDE,WORLD WIDE,26/04/2012,26/04/2012,10000,$/Day,4-6 Months,,Peter Dohle Schiff.
26/04/2012,Paola Bottiglieri,2010,93352,0,PERIOD,AQUAVITA,MALAYSIA,,WORLD WIDE,WORLD WIDE,09/05/2012,14/05/2012,15000,$/Day,4-6 Months,,Giuseppe Bottiglieri
26/04/2012,Dragon,2012,81500,0,PERIOD,EUROPEAN CHARTERER,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,30/05/2012,30/05/2012,12250,$/Day,22-26 Months,,
23/04/2012,Obelix Bulker,1998,70529,0,PERIOD,UNITED,HAKODATE,,WORLD WIDE,WORLD WIDE,25/04/2012,29/04/2012,12000,$/Day,4-6 Months,,ID Shipping
23/04/2012,Georgitsi,2012,81310,0,PERIOD,CARGILL,CHINA,,WORLD WIDE,WORLD WIDE,15/05/2012,30/05/2012,11250,$/Day,2 Years,,Efshipping Co S.A.
20/04/2012,Rosco Lemon,2002,75746,0,PERIOD,UNITED,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,24/04/2012,29/04/2012,11950,$/Day,4-6 Months,,Rewood Ocean Shpg.
20/04/2012,Triton,2001,75336,0,PERIOD,CNR,HUANGPU,,WORLD WIDE,WORLD WIDE,26/04/2012,01/05/2012,11000,$/Day,4-6 Months,,Diana Shipping Inc.
19/04/2012,NB,,0,0,PERIOD,DAEYANG,JINHAE,,WORLD WIDE,WORLD WIDE,25/04/2012,30/04/2012,11250,$/Day,4-6 Months,,
19/04/2012,CK Bluebell,2011,81147,0,PERIOD,D'AMATO,TIANJIN,,WORLD WIDE,WORLD WIDE,25/04/2012,30/04/2012,11000,$/Day,11-13 Months,,Chang Myung Shipping
19/04/2012,Pan Uno,2001,75955,0,PERIOD,AQUAVITA,Cape Passero,,WORLD WIDE,WORLD WIDE,19/04/2012,19/04/2012,15000,$/Day,4-6 Months,,Augustea Ship Mngt
18/04/2012,NB,,0,0,PERIOD,GAVILON,YOSU,,WORLD WIDE,WORLD WIDE,25/04/2012,30/04/2012,11400,$/Day,3-5 Months,,
17/04/2012,Yasa Team,2006,75621,0,PERIOD,GLENCORE,CJK,,WORLD WIDE,WORLD WIDE,22/04/2012,27/04/2012,11500,$/Day,4-6 Months,,Yasa Shpg. Industry
13/04/2012,Te Ho,2004,77834,0,PERIOD,EASTERN OCEAN,XINGANG,,WORLD WIDE,WORLD WIDE,14/04/2012,16/04/2012,9500,$/Day,4-6 Months,,Ta Ho Maritime
13/04/2012,Afovos,2001,74350,0,PERIOD,TRANSGRAIN,PMO,,WORLD WIDE,WORLD WIDE,13/04/2012,13/04/2012,12000,$/Day,3-5 Months,,Aegean Bulk Co. Inc.
12/04/2012,Iolcos Legacy,2010,87375,0,PERIOD,GLENCORE,JINTANG,,WORLD WIDE,WORLD WIDE,15/04/2012,17/04/2012,9500,$/Day,5-9 Months,,Iolcos Hellenic
12/04/2012,Iron Knight,2004,76429,0,PERIOD,HUDSON,QINHUANGDAO,,WORLD WIDE,WORLD WIDE,13/04/2012,15/04/2012,9750,$/Day,4-6 Months,,Excel Maritime Carr.
12/04/2012,North Friendship,1999,74732,0,PERIOD,OLDENDORFF,SHANGHAI,,WORLD WIDE,WORLD WIDE,15/04/2012,17/04/2012,9500,$/Day,4-6 Months,,Kassian Maritime
12/04/2012,Great Wisdom,2000,74293,0,PERIOD,OLDENDORFF,CJK,,WORLD WIDE,WORLD WIDE,11/04/2012,13/04/2012,9800,$/Day,4-7 Months,,Parakou Shpg.
11/04/2012,Monte Pelmo,2000,72917,0,PERIOD,NORDEN,NINGBO,,WORLD WIDE,WORLD WIDE,15/04/2012,20/04/2012,9000,$/Day,4-6 Months,,Roth Reederei Gmbh
10/04/2012,Anangel Omonia,1996,73519,0,PERIOD,OLDENDORFF,ANTWERP,,Skaw-Cape Passero,Skaw-Cape Passero,11/04/2012,13/04/2012,11000,$/Day,3-5 Months,,Anangel-American
06/04/2012,Mining Star,2005,76225,0,PERIOD,STX PAN OCEAN,HONG KONG,,WORLD WIDE,WORLD WIDE,15/04/2012,15/04/2012,10900,$/Day,11-14 Months,,Lepta Shipping Co.
04/04/2012,Global Star,2010,83601,0,PERIOD,GMI,RIZHAO,,WORLD WIDE,WORLD WIDE,06/04/2012,10/04/2012,9100,$/Day,4-6 Months,,Mitsui & Co. Ltd.
02/04/2012,Ribbon,1998,74522,0,PERIOD,NORDEN,HOPING,,WORLD WIDE,WORLD WIDE,02/04/2012,02/04/2012,10000,$/Day,5-7 Months,,Augustea Ship Mngt
02/04/2012,Naias,2006,73546,0,PERIOD,OLDENDORFF,QINGDAO,,WORLD WIDE,WORLD WIDE,01/04/2012,02/04/2012,9000,$/Day,3-5 Months,,Diana Shipping Inc.
29/03/2012,Rosalia D'Amato,2001,74716,0,PERIOD,CNR,BAHRAIN,,WORLD WIDE,WORLD WIDE,03/04/2012,08/04/2012,10650,$/Day,4-6 Months,,Perseveranza di Nav.
26/03/2012,Prabhu Shakti,2009,83690,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,28/03/2012,28/03/2012,10250,$/Day,4-6 Months,,Tolani Group of Shpg
26/03/2012,Umberto D'Amato,2011,92500,0,PERIOD,NORDEN,WEN ZHOU,,WORLD WIDE,WORLD WIDE,28/03/2012,05/04/2012,8400,$/Day,5-12 Months,,Perseveranza di Nav.
26/03/2012,Rosco Banyan,2010,74979,0,PERIOD,BEIBU,JINTANG,,WORLD WIDE,WORLD WIDE,26/03/2012,26/03/2012,9250,$/Day,4-6 Months,,Rewood Ocean Shpg.
23/03/2012,Star Breeze,2010,91827,0,PERIOD,BAHRI,GIBRALTAR,,WORLD WIDE,WORLD WIDE,05/04/2012,05/04/2012,12000,$/Day,18-24 Months,,Scinicariello
23/03/2012,Fortune East,2000,75615,0,PERIOD,QUADRA,KARACHI,,WORLD WIDE,WORLD WIDE,23/03/2012,23/03/2012,9750,$/Day,4-6 Months,,Continental Intl.
22/03/2012,Annou G.O.,2011,87450,0,PERIOD,ABML,LONGKOU,,WORLD WIDE,WORLD WIDE,23/03/2012,25/03/2012,9300,$/Day,8-15 Months,,Gleamray Maritime
22/03/2012,Themis P,1994,70165,0,PERIOD,BUNGE,SE ASIA,,WORLD WIDE,WORLD WIDE,22/03/2012,22/03/2012,8700,$/Day,4-6 Months,,Iolcos Hellenic
20/03/2012,Angelic Peace,2001,74764,0,PERIOD,NORDEN,YATSUSHIRO,,WORLD WIDE,WORLD WIDE,21/03/2012,26/03/2012,10000,$/Day,4-6 Months,,Diamlemos Shpg. Corp
20/03/2012,Clymene,2006,73600,0,PERIOD,GMI,KWANGYANG,,WORLD WIDE,WORLD WIDE,21/03/2012,26/03/2012,10450,$/Day,20-26 Months,,Hadley Shpg. Co.
19/03/2012,Sea of Gracia,2003,75932,0,PERIOD,CNR,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,24/03/2012,29/03/2012,10500,$/Day,4-6 Months,,Daebo Shipping
16/03/2012,Shinyo Ayush,2010,79329,0,PERIOD,GMI,JINTANG,,WORLD WIDE,WORLD WIDE,21/03/2012,26/03/2012,9250,$/Day,4-7 Months,,Vanship Holdings
15/03/2012,Shinyo Ayush,2010,79329,0,PERIOD,GMI,JINTANG,,WORLD WIDE,WORLD WIDE,20/03/2012,25/03/2012,9250,$/Day,4-7 Months,,Vanship Holdings
14/03/2012,GH Fortune,2002,75214,0,PERIOD,KLAVENESS,DALIAN,,WORLD WIDE,WORLD WIDE,16/03/2012,21/03/2012,10000,$/Day,4-6 Months,,Great Harvest
12/03/2012,Double Prosperity,2005,76633,0,PERIOD,PACIFIC BULK,HUANGPU,,WORLD WIDE,WORLD WIDE,13/03/2012,18/03/2012,10500,$/Day,4-6 Months,,Pacific Carriers
12/03/2012,Gleamstar,2011,75491,0,PERIOD,WBC,QINHUANGDAO,,WORLD WIDE,WORLD WIDE,15/03/2012,20/03/2012,8000,$/Day,11-16 Months,,Gleamray Maritime
08/03/2012,Bellemar,2007,81448,0,PERIOD,GMI,QINGDAO,,WORLD WIDE,WORLD WIDE,04/03/2012,04/03/2012,10600,$/Day,4-6 Months,,Mykonos Shpg. Co.
07/03/2012,Great Ambition,1999,73725,0,PERIOD,NORDEN,GUANGZHOU,,WORLD WIDE,WORLD WIDE,15/03/2012,20/03/2012,9750,$/Day,4-7 Months,,Sinotrans Shpg. Ltd.
06/03/2012,Galateia,2011,81359,0,PERIOD,BUNGE,SAKAIDE,,WORLD WIDE,WORLD WIDE,06/03/2012,11/03/2012,11000,$/Day,1 Years,,Golden Bridge
06/03/2012,Intuition,2011,80387,0,PERIOD,GMI,FANGCHENG,,WORLD WIDE,WORLD WIDE,06/03/2012,06/03/2012,10500,$/Day,3-5 Months,,Aegean Bulk Co. Inc.
05/03/2012,Altair,2001,74665,0,PERIOD,MINA SHIPPING DMCC,JINTANG,,PMO-JAPAN,PMO-JAPAN,02/03/2012,03/03/2012,11000,$/Day,3-5 Months,,Tomasos Brothers
05/03/2012,Samjohn Spirit,1994,71730,0,PERIOD,SWISS MARINE,ROTTERDAM,,WORLD WIDE,WORLD WIDE,21/03/2012,30/03/2012,12000,$/Day,12 Months,,Golden Flame Shpg.
02/03/2012,Ocean Gem,2011,75618,0,PERIOD,NORDEN,QINGDAO,,WORLD WIDE,WORLD WIDE,05/03/2012,10/03/2012,9800,$/Day,4-6 Months,,Gleamray Maritime
01/03/2012,Yasa Falcon,2012,81525,0,PERIOD,SWISS MARINE,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,20/03/2012,27/03/2012,12000,$/Day,11-13 Months,,
01/03/2012,Ecostar G. O.,2007,75149,0,PERIOD,NORDEN,SINGAPORE,,WORLD WIDE,WORLD WIDE,09/03/2012,12/03/2012,9500,$/Day,9-12 Months,,Gleamray Maritime
01/03/2012,Assimina,1997,72126,0,PERIOD,E SHIPS,CJK,,WORLD WIDE,WORLD WIDE,25/03/2012,10/04/2012,10500,$/Day,11-13 Months,,PL Shipping Co.
28/02/2012,Ocean Prince,2004,76423,0,PERIOD,CNR,CJK,,WORLD WIDE,WORLD WIDE,28/02/2012,04/03/2012,11000,$/Day,10-16 Months,,Oceanfleet Shipping
28/02/2012,Ellivita,1999,75522,0,PERIOD,STX PAN OCEAN,SOUTH CHINA,,WORLD WIDE,WORLD WIDE,04/03/2012,08/03/2012,11500,$/Day,11-13 Months,,Niovis Shipping Co.
27/02/2012,Fortune Iris,2009,82372,0,PERIOD,OLDENDORFF,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,03/03/2012,05/03/2012,10150,$/Day,4-7 Months,,Cido Shipping
27/02/2012,Angelic Power,2002,74764,0,PERIOD,NORDEN,HONG KONG,,WORLD WIDE,WORLD WIDE,26/02/2012,27/02/2012,9750,$/Day,4-6 Months,,Diamlemos Shpg. Corp
24/02/2012,Athanassios G.O.,2011,87431,0,PERIOD,COBELFRET,KUNSAN,,WORLD WIDE,WORLD WIDE,26/02/2012,29/02/2012,9500,$/Day,4-8 Months,,Gleamray Maritime
24/02/2012,Rosco Poplar,2008,82331,0,PERIOD,CNR,LUMUT,,WORLD WIDE,WORLD WIDE,05/03/2012,10/03/2012,11250,$/Day,3-5 Months,,Rewood Ocean Shpg.
24/02/2012,Thisseas,2012,75000,0,PERIOD,OLDENDORFF,Penglai,,WORLD WIDE,WORLD WIDE,10/03/2012,20/03/2012,11250,$/Day,11-14 Months,,
24/02/2012,Pavian,2001,74716,0,PERIOD,SHADAB,TOMOGASHIMA,,WORLD WIDE,WORLD WIDE,25/02/2012,01/03/2012,10000,$/Day,3-5 Months,,Komrowski Befracht.
23/02/2012,Lyric Poet,2012,81276,0,PERIOD,NORDEN,ULSAN,,WORLD WIDE,WORLD WIDE,23/02/2012,23/02/2012,9750,$/Day,4-6 Months,,Lyras Maritime Ltd.
23/02/2012,Eternal Grace,2006,76585,0,PERIOD,NORDEN,KOBE,,WORLD WIDE,WORLD WIDE,09/03/2012,14/03/2012,10150,$/Day,4-6 Months,,Shoei Kisen K.K.
23/02/2012,Shandong Hai Chang,2011,75200,0,PERIOD,HMM,ZHANJIANG,,WORLD WIDE,WORLD WIDE,26/02/2012,03/03/2012,11000,$/Day,11-13 Months,,Shandong Ocean
23/02/2012,Coronis,2006,74381,0,PERIOD,EDF,QINGDAO,,WORLD WIDE,WORLD WIDE,06/03/2012,20/03/2012,10600,$/Day,21-27 Months,,Diana Shipping Inc.
22/02/2012,Moon Globe,2005,74432,0,PERIOD,NORDEN,Dangjin,,WORLD WIDE,WORLD WIDE,27/02/2012,29/02/2012,9750,$/Day,4-7 Months,,Globus Maritime
22/02/2012,Thetis,1993,73653,0,PERIOD,VITOL,JINTANG,,WORLD WIDE,WORLD WIDE,23/02/2012,28/02/2012,9100,$/Day,3-5 Months,,Poseidon Shpg. Co.
21/02/2012,Athina Carras,2012,82000,0,PERIOD,GLENCORE,DAEWOO,,WORLD WIDE,WORLD WIDE,23/02/2012,25/02/2012,11250,$/Day,1 Years,,
21/02/2012,Athanasia C,2012,81525,0,PERIOD,CARGILL,PUSAN,,WORLD WIDE,WORLD WIDE,17/02/2012,20/02/2012,11000,$/Day,11-14 Months,,Target Marine S.A.
21/02/2012,King Peace,2011,79600,0,PERIOD,GMI,JINTANG,,WORLD WIDE,WORLD WIDE,21/02/2012,26/02/2012,9000,$/Day,4-7 Months,,Zhong An Shpg.
20/02/2012,Sea Of Future,2005,76454,0,PERIOD,CNR,HONG KONG,,WORLD WIDE,WORLD WIDE,24/02/2012,28/02/2012,10200,$/Day,4-6 Months,,Daebo Shipping
20/02/2012,Ourania Luck,2000,75961,0,PERIOD,AQUAVITA,CHIWAN,,WORLD WIDE,WORLD WIDE,16/02/2012,16/02/2012,10000,$/Day,80-150 Days,,Prosperity Bay Shpg.
17/02/2012,Grain Harvester,2004,76417,0,PERIOD,WBC,NORTH CHINA,,WORLD WIDE,WORLD WIDE,30/03/2012,30/03/2012,11250,$/Day,10-13 Months,,Excel Maritime Carr.
17/02/2012,Navios Magellan,2000,74333,0,PERIOD,WBC,RIZHAO,,WORLD WIDE,WORLD WIDE,22/02/2012,24/02/2012,11500,$/Day,11-16 Months,,Navios Holdings
16/02/2012,Fortune Rainbow,2008,82372,0,PERIOD,CNR,NINGBO,,WORLD WIDE,WORLD WIDE,15/02/2012,20/02/2012,11000,$/Day,4-6 Months,,Cido Shipping
15/02/2012,Darya Moti,2010,80545,0,PERIOD,BUNGE,RIZHAO,,WORLD WIDE,WORLD WIDE,16/02/2012,18/02/2012,10350,$/Day,4-6 Months,,Chellaram Shpg.
14/02/2012,Blue Mont Blanc,1998,74043,0,PERIOD,OLDENDORFF,JINTANG,,WORLD WIDE,WORLD WIDE,14/02/2012,14/02/2012,9500,$/Day,3-5 Months,,Panstar Shipping
13/02/2012,Spitha,2005,75411,0,PERIOD,OLDENDORFF,TIANJIN,ECSA,SINGAPORE-JAPAN,WORLD WIDE,13/02/2012,13/02/2012,10600,$/Day,4-6 Months,,Efnav Co. Ltd.
13/02/2012,Garv Prem,2006,74444,0,PERIOD,COSBULK,FANGCHENG,,WORLD WIDE,WORLD WIDE,16/03/2012,21/03/2012,11000,$/Day,4-6 Months,,Mercator Lines
13/02/2012,Clio,2005,73691,0,PERIOD,CARGILL,CHINA,,WORLD WIDE,WORLD WIDE,19/02/2012,06/03/2012,10750,$/Day,18-24 Months,,Diana Shipping Inc.
09/02/2012,Danae,2005,75349,0,PERIOD,QUADRA,Caofeidian,,WORLD WIDE,WORLD WIDE,11/02/2012,14/02/2012,10500,$/Day,4-6 Months,,Efnav Co. Ltd.
09/02/2012,Jin Hai Sheng,1995,73222,0,PERIOD,EASTERN OCEAN,CJK,,WORLD WIDE,WORLD WIDE,09/02/2012,09/02/2012,9000,$/Day,3-5 Months,,Fujian Shipping Co.
08/02/2012,Pella,2010,82163,0,PERIOD,BUNGE,TIANJIN,,WORLD WIDE,WORLD WIDE,18/01/2012,18/01/2012,9700,$/Day,4-7 Months,,Andriaki Shpg. Co.
08/02/2012,Garv Prem,2006,74444,0,PERIOD,GPN,FANGCHENG,,WORLD WIDE,WORLD WIDE,08/02/2012,08/02/2012,9750,$/Day,4-6 Months,,Mercator Lines
07/02/2012,Guo Yuan 8,2011,75971,0,PERIOD,NORTH CHINA SHIPPING,CJK,,WORLD WIDE,WORLD WIDE,15/02/2012,20/02/2012,9000,$/Day,4-6 Months,,Shanghai Fujian
07/02/2012,Thetis,2004,73583,0,PERIOD,EDF,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,14/02/2012,24/02/2012,10500,$/Day,18-28 Months,,Diana Shipping Inc.
06/02/2012,Alpha Flame,1999,74545,0,PERIOD,E SHIPS,BUNBURY,,WORLD WIDE,WORLD WIDE,15/02/2012,20/02/2012,10500,$/Day,4-7 Months,360000,Alpha Tankers & Frt.
03/02/2012,Avalon,2011,81586,0,PERIOD,OLDENDORFF,FANGCHENG,,WORLD WIDE,WORLD WIDE,11/02/2012,16/02/2012,9000,$/Day,4-6 Months,,Transocean Maritime
03/02/2012,Angelina,2001,74410,0,PERIOD,GMI,Tangshan,,WORLD WIDE,WORLD WIDE,03/02/2012,03/02/2012,9000,$/Day,4-8 Months,,Sea Justice S.A.
31/01/2012,Global Bonanza,2011,74916,0,PERIOD,GMI,OITA,,WORLD WIDE,WORLD WIDE,03/02/2012,08/02/2012,10000,$/Day,10-14 Months,,Doun Kisen K.K.
30/01/2012,Audax,2001,75220,0,PERIOD,OLDENDORFF,XINGANG,,WORLD WIDE,WORLD WIDE,03/02/2012,08/02/2012,8250,$/Day,3-5 Months,,Transocean Maritime
27/01/2012,Ourania Luck,2000,75961,0,PERIOD,CNR,CHIWAN,,WORLD WIDE,WORLD WIDE,07/02/2012,12/02/2012,10000,$/Day,3-5 Months,,Prosperity Bay Shpg.
26/01/2012,Dimitris Apesakis,2008,82800,0,PERIOD,E.ON,VISAKHAPATNAM,,WORLD WIDE,WORLD WIDE,28/01/2012,31/01/2012,11250,$/Day,4-7 Months,,Mykonos Shpg. Co.
25/01/2012,Anastasia,2006,75331,0,PERIOD,CNR,YANTAI,,WORLD WIDE,WORLD WIDE,21/01/2012,21/01/2012,10750,$/Day,4-6 Months,,
18/01/2012,Kalypso,1997,73762,0,PERIOD,KLAVENESS,XIAMEN,,WORLD WIDE,WORLD WIDE,21/01/2012,26/01/2012,9850,$/Day,4-6 Months,,Newfront Shipping SA
13/01/2012,Genco Acheron,1999,72495,0,PERIOD,GMI,CJK,,WORLD WIDE,WORLD WIDE,21/01/2012,24/01/2012,,$/Day,11-13 Months,,Genco Shpg. & Trdg.
13/01/2012,Darya Jyoti,2010,80545,0,PERIOD,D'AMICO,RICHARDS BAY,,WORLD WIDE,WORLD WIDE,20/01/2012,25/01/2012,12000,$/Day,3-5 Months,500000,Chellaram Shpg.
13/01/2012,Garima Prem,2007,74500,0,PERIOD,BUNGE,TAICHUNG,,WORLD WIDE,WORLD WIDE,15/01/2012,15/01/2012,8100,$/Day,3-5 Months,,Mercator Lines
11/01/2012,Clara,2006,77073,0,PERIOD,MINA SHIPPING DMCC,LISBON,,ATLANTIC,ATLANTIC,15/02/2012,25/02/2012,13400,$/Day,12-14 Months,,"Blumenthal, Johann"
09/01/2012,Ocean Minerva,2007,75698,0,PERIOD,RIO TINTO,NORTH CHINA,,WORLD WIDE,WORLD WIDE,05/02/2012,05/02/2012,12000,$/Day,11-13 Months,,Santoku Senpaku
06/01/2012,Yong Jin,1995,71747,0,PERIOD,CNR,BAHRAIN,,WORLD WIDE,WORLD WIDE,08/01/2012,10/01/2012,13250,$/Day,3-5 Months,,Kingsway Shpg Co Ltd
? Clarkson Research Services Limited 2014,,,,,,,,,,,,,,,,,
