Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
25/02/2013,Archimedes,2011,81123,0,PERIOD,DREYFUS,PARADIP,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,04/03/2013,10/03/2013,9750,$/Day,3-6 Months,,Archipelago Shipping
21/02/2013,Michele D'Amato,2005,76440,0,PERIOD,CNR,CHINA,,WORLD WIDE,WORLD WIDE,17/02/2013,18/02/2013,8500,$/Day,4-6 Months,,Yamamoto Kaiun K.K.
21/02/2013,Guo Yuan 10,2011,75980,0,PERIOD,HMM,GUANGZHOU,,WORLD WIDE,WORLD WIDE,03/03/2013,10/03/2013,8800,$/Day,4-7 Months,,Shanghai Guohang
21/02/2013,Cinzia d'Amato,2008,75213,0,PERIOD,PGSC,MARIVELES,,WORLD WIDE,WORLD WIDE,22/02/2013,28/02/2013,8600,$/Day,5-7 Months,,Perseveranza di Nav.
21/02/2013,Nord Luna,2009,77171,0,PERIOD,WBC,JAPAN,,WORLD WIDE,WORLD WIDE,21/02/2013,21/02/2013,8800,$/Day,4-7 Years,,Mitsubishi Ore Tpt.
20/02/2013,Valeria Della Gatta,2009,82193,0,PERIOD,GLENCORE,GIBRALTAR,,WORLD WIDE,WORLD WIDE,24/02/2013,04/03/2013,10900,$/Day,18-24 Months,,Ledi Shipping S.r.l.
20/02/2013,Yutai Ambitions,2008,77283,0,PERIOD,BEIBU GULF,DONG GUAN,,WORLD WIDE,WORLD WIDE,20/02/2013,20/03/2013,8500,$/Day,5-8 Months,,Taiship Development
20/02/2013,Rosco Cypress,2004,76801,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,01/03/2013,05/03/2013,8500,$/Day,4-6 Months,,Rewood Ocean Shpg.
20/02/2013,Coal Pride,1999,72493,0,PERIOD,HUDSON,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,25/02/2013,28/02/2013,8000,$/Day,5-7 Months,,Excel Maritime Carr.
19/02/2013,Oriental Wise,2011,81601,0,PERIOD,COBELFRET,CJK,,WORLD WIDE,WORLD WIDE,22/02/2013,23/02/2013,8750,$/Day,5-8 Months,,Hong Kong Qinfa Shpg
19/02/2013,BBG Bright,2012,82043,0,PERIOD,CNR,SINGAPORE,,WORLD WIDE,WORLD WIDE,07/02/2013,07/02/2013,8000,$/Day,4-7 Months,145000,Guangxi Beibu
15/02/2013,Leonardo Lembo,1996,75473,0,PERIOD,SOLYM CARRIERS,LONGKOU,,WORLD WIDE,WORLD WIDE,18/02/2013,24/02/2013,7750,$/Day,4-6 Months,,Deiulemar Shipping
15/02/2013,Danae,2001,75106,0,PERIOD,INTERMARE,CHINA,,WORLD WIDE,WORLD WIDE,18/03/2013,22/02/2013,8250,$/Day,18-22 Months,,Diana Shipping Inc.
15/02/2013,Angelic Peace,2001,74764,0,PERIOD,COBELFRET,PORT SUDAN,,WORLD WIDE,WORLD WIDE,25/02/2013,05/02/2013,8500,$/Day,4-6 Months,,Diamlemos Shpg. Corp
14/02/2013,Iron Lindrew,2007,82191,0,PERIOD,GLENCORE,SINGAPORE,,WORLD WIDE,WORLD WIDE,13/02/2013,13/02/2013,8500,$/Day,4-7 Months,,Excel Maritime Carr.
14/02/2013,Figalia Prudence,2012,81498,0,PERIOD,LOUIS DREYFUS,YOSU,,WORLD WIDE,WORLD WIDE,17/02/2013,22/02/2013,8250,$/Day,4-7 Months,,Plutofylax Shipping
14/02/2013,Prabhu Das,2005,76015,0,PERIOD,SWISS MARINE,HALDIA,,WORLD WIDE,WORLD WIDE,14/02/2013,19/02/2013,8250,$/Day,4-7 Months,,Tolani Group of Shpg
13/02/2013,Iron Manolis,2007,82800,0,PERIOD,GLENCORE,PMO,,WORLD WIDE,WORLD WIDE,22/02/2013,28/02/2013,8500,$/Day,5-7 Months,,Excel Maritime Carr.
13/02/2013,Ariana,2005,76631,0,PERIOD,GLENCORE,SINGAPORE,,WORLD WIDE,WORLD WIDE,17/02/2013,20/02/2013,8500,$/Day,5-7 Months,,Andriaki Shpg. Co.
11/02/2013,Orient Ambition,2012,81666,0,PERIOD,PHAETHON,SINGAPORE,,WORLD WIDE,WORLD WIDE,11/02/2013,11/02/2013,7250,$/Day,4-7 Months,,HOSCO
11/02/2013,Evoikos Theo,2000,75681,0,PERIOD,GRAIN HOUSE,BUSAN,,WORLD WIDE,WORLD WIDE,11/02/2013,14/02/2013,8500,$/Day,4-7 Months,,Evripos Shipmngmnt.
08/02/2013,Alcmene,2010,93193,0,PERIOD,ADM,SINGAPORE,,WORLD WIDE,WORLD WIDE,08/02/2013,08/02/2013,7250,$/Day,18-22 Months,,Diana Shipping Inc.
08/02/2013,Ecostar G. O.,2007,75149,0,PERIOD,NORDEN,XIAMEN,,WORLD WIDE,WORLD WIDE,15/02/2013,20/02/2013,7250,$/Day,5-9 Months,,Gleamray Maritime
07/02/2013,Bulk Brasil,2008,82449,0,PERIOD,ITALIAN CHARTERER,QINGDAO,,WORLD WIDE,WORLD WIDE,07/02/2013,07/02/2013,,$/Day,4-7 Months,,Mitsui & Co. Ltd.
07/02/2013,Athanasia C,2012,80988,0,PERIOD,GLENCORE,KUNSAN,,WORLD WIDE,WORLD WIDE,15/02/2013,20/02/2013,8000,$/Day,4-8 Months,,Target Marine S.A.
06/02/2013,Vishva Jyoti,2012,82000,0,PERIOD,PGSC,HALDIA,,WORLD WIDE,WORLD WIDE,13/02/2013,18/02/2013,7250,$/Day,4-7 Months,,Shpg. Corp. of India
06/02/2013,Atlantic Breeze,2004,76267,0,PERIOD,AUGUSTEA,Caofeidian,,WORLD WIDE,WORLD WIDE,08/02/2013,12/02/2013,7250,$/Day,4-7 Months,,Blenheim Shipping
01/02/2013,Inspiration,2010,80700,0,PERIOD,COBELFRET,SINGAPORE,,WORLD WIDE,WORLD WIDE,01/02/2013,01/02/2013,7125,$/Day,4-7 Months,,Aegean Bulk Co. Inc.
29/01/2013,Figalia Navigator,2012,81480,0,PERIOD,BUNGE,SW PASSAGE,,WORLD WIDE,WORLD WIDE,10/02/2013,15/02/2013,12500,$/Day,4-7 Months,400000,Plutofylax Shipping
28/01/2013,Moon Breeze,2011,91807,0,PERIOD,NORDEN,SINGAPORE,,WORLD WIDE,WORLD WIDE,19/01/2013,19/01/2013,6250,$/Day,4-8 Months,,Blenheim Shipping
28/01/2013,Lucky Sunday,2009,80372,0,PERIOD,NORDEN,SINGAPORE,,WORLD WIDE,WORLD WIDE,04/02/2013,06/02/2013,7000,$/Day,3-6 Months,,Silver Lake Shpg.
25/01/2013,Avax,2006,75399,0,PERIOD,CARGILL,Lianyungang,,WORLD WIDE,WORLD WIDE,28/01/2013,30/01/2013,7000,$/Day,4-7 Months,,Efnav Co. Ltd.
22/01/2013,Beijing 2008,2007,82561,0,PERIOD,CARGILL,QINGDAO,,WORLD WIDE,WORLD WIDE,23/01/2013,24/01/2013,7500,$/Day,11-19 Months,,Tsakos Shpg. & Trad.
22/01/2013,Fortune East,2000,75615,0,PERIOD,BUNGE,CJK,,WORLD WIDE,WORLD WIDE,26/01/2013,28/01/2013,6800,$/Day,4-8 Months,,Continental Intl.
21/01/2013,Pruva,1995,74137,0,PERIOD,OLDENDORFF,HONG KONG,,WORLD WIDE,WORLD WIDE,21/01/2013,26/01/2013,7250,$/Day,4-7 Months,,Yildiz Deniz Tas. AS
18/01/2013,Arethusa,2001,75319,0,PERIOD,CLASSIC MARITIME,QINGDAO,,WORLD WIDE,WORLD WIDE,18/02/2013,25/02/2013,,$/Day,4-8 Months,,Transocean Maritime
18/01/2013,Fortune Clover,2006,77430,0,PERIOD,NORDEN,Caofeidian,,WORLD WIDE,WORLD WIDE,23/01/2013,25/01/2013,4000,$/Day,4-7 Months,,Cido Shipping
16/01/2013,Myrto,2013,82800,0,PERIOD,CARGILL,TSUNEISHI,,WORLD WIDE,WORLD WIDE,25/01/2013,30/01/2013,9000,$/Day,23-25 Months,,Diana Shipping Inc.
16/01/2013,Delmar,2011,81502,0,PERIOD,QUADRA,HAZIRA,,WORLD WIDE,WORLD WIDE,20/01/2013,22/01/2013,,$/Day,12-16 Months,,Meadway Shpg. & Trdg
16/01/2013,Star of Sawara,2008,76553,0,PERIOD,NORDEN,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,24/01/2013,29/01/2013,6950,$/Day,4-8 Months,,Shoei Kisen K.K.
15/01/2013,Inter Pride,2000,74005,0,PERIOD,NORDEN,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,28/01/2013,05/02/2013,7450,$/Day,9-14 Months,,Inter Ocean Shpg
15/01/2013,Nirefs,2001,75311,0,PERIOD,INTERMARE,CHINA,,WORLD WIDE,WORLD WIDE,26/01/2013,04/02/2013,8000,$/Day,18-24 Months,,Diana Shipping Inc.
15/01/2013,Genco Leader,1999,73941,0,PERIOD,TTMI,LANSHAN,,WORLD WIDE,WORLD WIDE,20/01/2013,30/01/2013,,$/Day,11-13 Months,,Genco Shpg. & Trdg.
11/01/2013,Athanassios G.O.,2011,87431,0,PERIOD,ABML,TAIWAN,,WORLDWIDE,WORLDWIDE,15/01/2013,20/01/2013,7150,$/Day,6-9 Months,,Gleamray Maritime
11/01/2013,AMS Pegasus II,2012,81512,0,PERIOD,NORDEN,VIZAKHAPATNAM,,WORLDWIDE,WORLDWIDE,25/01/2013,31/01/2013,7500,$/Day,6-12 Months,,HI Investments
10/01/2013,Polymnia,2012,98704,0,PERIOD,ABML,SINGAPORE,,WORLDWIDE,WORLDWIDE,16/01/2013,21/01/2013,7600,$/Day,18-24 Months,,Diana Shipping Inc.
10/01/2013,Kambanos,2010,87328,0,PERIOD,AGROSHIP,ANTWERP,,WORLDWIDE,WORLDWIDE,10/01/2013,10/01/2013,11000,$/Day,4-6 Months,,Goulandris Bros.
10/01/2013,King Coal,2010,76361,0,PERIOD,EDF TRADING,CHINA,,WORLDWIDE,WORLDWIDE,25/01/2013,30/01/2013,8000,$/Day,20-24 Months,,Mitsubishi Ore Tpt.
09/01/2013,CK Bluebell,2011,81147,0,PERIOD,K2,CHINA,,WORLD WIDE,WORLD WIDE,09/01/2013,09/01/2013,3500,$/Day,4-7 Months,,Chang Myung Shipping
09/01/2013,Prabhu Sumat,2012,81137,0,PERIOD,CNR,GANGAVARAM,,WORLDWIDE,WORLD WIDE,09/01/2013,09/01/2013,8000,$/Day,4-8 Months,,Tolani Group of Shpg
09/01/2013,Navios Esperanza,2007,76356,0,PERIOD,GMI,QINGDAO,,WORLD WIDE,WORLD WIDE,11/01/2013,12/01/2013,7250,$/Day,5-9 Months,,Doun Kisen K.K.
07/01/2013,Erato,2004,74444,0,PERIOD,CARGILL,HAZIRA,,WORLD WIDE,WORLD WIDE,09/01/2013,14/01/2013,6500,$/Day,18-24 Months,,Diana Shipping Inc.
04/01/2013,Red Seto,2002,75957,0,PERIOD,QUADRA,NOPAC,,WORLDWIDE,WORLDWIDE,15/01/2013,20/01/2013,7000,$/Day,6-9 Months,375000,Dia Marine Corp.
? Clarkson Research Services Limited 2014,,,,,,,,,,,,,,,,,
